,FirstName_x,LastName_x,DateOfBirth_x,FullName_x,MatchedFullName,FullNameScore,FullNameIndex,MatchedFirstName,FirstNameScore,FirstNameIndex,MatchedLastName,LastNameScore,LastNameIndex,FirstName_y,LastName_y,DateOfBirth_y,Revenue,FullName_y
690,jonathan,murray,1998-10-04,jonathanmurray,jonathnamurray,92.85714,553,jonathan,100.0,76,murray,100.0,20,jonathna,murray,1998-10-04,144521,jonathnamurray
691,joanne,zavala,2000-01-17,joannezavala,joannezavlaa,91.666664,554,joanne,100.0,190,zavlaa,83.333336,411,joanne,zavlaa,2000-01-17,258362,joannezavlaa
692,brent,lopez,1974-11-28,brentlopez,brentloepz,90.0,555,brent,100.0,345,lopez,100.0,181,brent,loepz,1974-11-28,264218,brentloepz
693,martin,roberts,2012-10-05,martinroberts,martinroberts,100.0,556,martin,100.0,346,roberts,100.0,178,martin,roberts,,432289,martinroberts
694,brandon,deleon,1962-05-28,brandondeleon,branodndeleon,92.30769,557,brandon,100.0,89,deleon,100.0,413,branodn,deleon,,140259,branodndeleon
695,shannon,robinson,1935-09-14,shannonrobinson,sonyarobinosn,71.42857,362,sharon,76.92308,15,robinson,100.0,164,sonya,robinosn,2001-08-26,498091,sonyarobinosn
696,donna,fletcher,1995-01-07,donnafletcher,donanfletcher,92.30769,558,donna,100.0,239,fletcher,100.0,270,donan,fletcher,1995-01-07,144558,donanfletcher
697,david,montgomery,1963-03-20,davidmontgomery,daivdmontgomery,93.333336,559,david,100.0,75,montgomery,100.0,414,daivd,montgomery,1963-03-20,436472,daivdmontgomery
698,kaitlyn,sanchez,1990-11-17,kaitlynsanchez,franksanchez,69.23077,506,katelyn,85.71429,128,sanchez,100.0,198,frank,sanchez,1947-07-07,346803,franksanchez
699,james,rios,1999-10-29,jamesrios,jamesriso,88.888885,560,james,100.0,32,rios,100.0,434,james,riso,1999-10-29,268521,jamesriso
700,jill,sanders,1998-04-15,jillsanders,liasanderson,69.565216,14,jill,100.0,136,sadners,85.71429,63,lias,anderson,2019-07-07,213593,liasanderson
701,kevin,black,1999-01-26,kevinblack,kevinblakc,90.0,561,kevin,100.0,254,black,100.0,79,kevin,blakc,1999-01-26,420764,kevinblakc
702,keith,rowe,2007-03-08,keithrowe,ekithrowe,88.888885,562,keith,100.0,62,rowe,100.0,417,ekith,rowe,2007-03-08,388966,ekithrowe
703,patrick,liu,2005-05-01,patrickliu,patrickwest,66.666664,785,patrick,100.0,394,blair,50.0,108,patrick,west,1995-11-15,365116,patrickwest
704,dustin,smith,2015-05-17,dustinsmith,dustinsmiht,90.90909,563,dustin,100.0,161,smith,100.0,23,dustin,smiht,2015-05-17,250857,dustinsmiht
705,ashley,burton,1959-07-06,ashleyburton,ashleyburton,100.0,564,ashley,100.0,130,burton,100.0,33,ashley,burton,1959-07-06,286536,ashleyburton
706,laura,scott,1960-04-03,laurascott,laurascott,100.0,565,laura,100.0,351,scott,100.0,39,laura,scott,1960-04-03,265887,laurascott
707,janice,hughes,1981-06-10,janicehughes,janicehughes,100.0,566,janice,100.0,352,hughes,100.0,278,janice,hughes,1981-06-10,196429,janicehughes
708,jasmine,davis,2023-06-22,jasminedavis,ajmiedavis,81.818184,799,jasmine,100.0,198,davis,100.0,154,ajmie,davis,2000-05-25,184393,ajmiedavis
709,joseph,garrett,1950-10-26,josephgarrett,josephgrarett,92.30769,567,joseph,100.0,104,garrett,100.0,174,joseph,grarett,1950-10-26,310056,josephgrarett
710,cynthia,gonzales,1948-11-09,cynthiagonzales,chleogonzales,71.42857,3,cynthia,100.0,67,gonzales,100.0,3,chleo,gonzales,1964-11-07,44640,chleogonzales
711,melissa,hanson,1937-04-20,melissahanson,melissahanson,100.0,568,melissa,100.0,16,hanson,100.0,420,melissa,hanson,1937-04-20,138255,melissahanson
712,james,zimmerman,1987-07-19,jameszimmerman,jameszimmerman,100.0,569,james,100.0,32,zimmerman,100.0,421,james,zimmerman,1987-07-19,393463,jameszimmerman
713,cole,porter,2008-02-09,coleporter,coleoprter,90.0,570,cole,100.0,353,porter,100.0,540,cole,oprter,2008-02-09,279327,coleoprter
714,lisa,russell,2006-01-22,lisarussell,lisarussell,100.0,571,lisa,100.0,229,russell,100.0,283,lisa,russell,2006-01-22,189175,lisarussell
715,steven,moss,1965-01-27,stevenmoss,stevenmoss,100.0,572,steven,100.0,200,moss,100.0,423,steven,moss,1965-01-27,338604,stevenmoss
716,benjamin,sandoval,1926-09-16,benjaminsandoval,benjaminsandoavl,93.75,573,benjamin,100.0,260,sandoavl,87.5,424,benjamin,sandoavl,1926-09-16,423739,benjaminsandoavl
717,laura,barnes,1943-04-11,laurabarnes,laurabarnes,100.0,574,laura,100.0,351,barnes,100.0,425,laura,barnes,1943-04-11,185556,laurabarnes
718,rhonda,miller,1936-12-09,rhondamiller,rhondaimller,91.666664,575,rhonda,100.0,1,miller,100.0,78,rhonda,imller,1936-12-09,413117,rhondaimller
719,juan,huber,1999-10-09,juanhuber,justinhurst,60.0,119,juan,100.0,109,hunter,72.72727,378,justin,hurst,1963-12-28,124456,justinhurst
720,logan,kaiser,1996-12-10,logankaiser,lgoankaiser,90.90909,576,lgoan,80.0,354,kaiser,100.0,427,lgoan,kaiser,,304014,lgoankaiser
721,emily,harris,1965-01-11,emilyharris,emilyharris,100.0,577,emily,100.0,157,harris,100.0,114,emily,harris,1965-01-11,28725,emilyharris
722,beth,jones,2014-11-05,bethjones,ebthjones,88.888885,578,seth,75.0,132,jones,100.0,77,ebth,jones,2014-11-05,460584,ebthjones
723,elizabeth,reid,2003-02-18,elizabethreid,elizabehtreid,92.30769,579,elizabeth,100.0,195,reid,100.0,428,elizabeht,reid,2003-02-18,281436,elizabehtreid
724,carolyn,vega,1957-07-24,carolynvega,carolynevga,90.90909,580,carolyn,100.0,212,evga,75.0,429,carolyn,evga,1957-07-24,253978,carolynevga
725,susan,brooks,1927-05-30,susanbrooks,susnabrooks,90.90909,581,susan,100.0,317,brooks,100.0,430,susna,brooks,1927-05-30,369045,susnabrooks
726,preston,chan,1953-09-23,prestonchan,prestonchan,100.0,582,preston,100.0,357,chan,100.0,431,preston,chan,1953-09-23,173821,prestonchan
727,christopher,stewart,1961-01-23,christopherstewart,christopherstewart,100.0,583,christopher,100.0,105,stewart,100.0,84,christopher,stewart,1961-01-23,60469,christopherstewart
728,shane,garcia,1968-11-25,shanegarcia,shanegarcia,100.0,584,shane,100.0,358,garcia,100.0,159,shane,garcia,1968-11-25,74232,shanegarcia
729,jean,hahn,1965-03-06,jeanhahn,ejanhahn,87.5,585,sean,75.0,55,hahn,100.0,432,ejan,hahn,,237283,ejanhahn
730,jason,walker,1965-04-03,jasonwalker,jasonhlal,70.0,432,jason,100.0,78,walker,100.0,54,jason,hlal,1960-01-18,435169,jasonhlal
731,natalie,riggs,1996-09-25,natalieriggs,natalieriggs,100.0,586,natalie,100.0,360,riggs,100.0,433,natalie,riggs,,208574,natalieriggs
732,victor,rios,1990-10-26,victorrios,victorrios,100.0,587,victor,100.0,249,rios,100.0,434,victor,rios,1990-10-26,2040,victorrios
733,julie,phillips,1954-09-21,juliephillips,juliephillips,100.0,588,julie,100.0,7,phillips,100.0,435,julie,phillips,1954-09-21,92862,juliephillips
734,suzanne,hall,1936-10-05,suzannehall,suzannehall,100.0,589,suzanne,100.0,361,hall,100.0,185,suzanne,hall,1936-10-05,223212,suzannehall
735,melvin,williams,1983-08-01,melvinwilliams,melivnwilliams,92.85714,590,melivn,83.333336,362,williams,100.0,68,melivn,williams,1983-08-01,398832,melivnwilliams
736,brandon,owens,1949-07-15,brandonowens,brandonowens,100.0,591,brandon,100.0,89,owens,100.0,46,brandon,owens,1949-07-15,96494,brandonowens
737,jennifer,vance,1989-10-13,jennifervance,jenniferavnce,92.30769,592,jennifer,100.0,65,vance,100.0,358,jennifer,avnce,1989-10-13,40078,jenniferavnce
738,anne,friedman,2004-01-09,annefriedman,annefriemdan,91.666664,593,anne,100.0,363,friemdan,87.5,437,anne,friemdan,2004-01-09,299873,annefriemdan
739,maria,williams,1980-03-09,mariawilliams,mairawilliams,92.30769,594,maria,100.0,191,williams,100.0,68,maira,williams,1980-03-09,232818,mairawilliams
740,stephen,hernandez,1943-08-18,stephenhernandez,kennethhernandez,68.75,707,stephen,100.0,421,hernandez,100.0,469,kenneth,hernandez,2008-08-27,318745,kennethhernandez
741,justin,wilkerson,1975-10-01,justinwilkerson,justinwilkerson,100.0,595,justin,100.0,102,wilkerson,100.0,438,justin,wilkerson,1975-10-01,141172,justinwilkerson
742,ian,ross,1969-05-11,ianross,ericross,66.666664,784,ian,100.0,107,ross,100.0,549,eric,ross,1975-01-06,410160,ericross
743,alexis,aguirre,1958-08-15,alexisaguirre,alexisaguirre,100.0,596,alexis,100.0,97,aguirre,100.0,439,alexis,aguirre,1958-08-15,63820,alexisaguirre
744,david,erickson,2022-07-29,daviderickson,daviderickson,100.0,597,david,100.0,75,erickson,100.0,440,david,erickson,2022-07-29,151021,daviderickson
745,marcus,taylor,2007-05-31,marcustaylor,marcustaylor,100.0,598,marcus,100.0,225,taylor,100.0,246,marcus,taylor,,317974,marcustaylor
746,meredith,roberts,1981-10-15,meredithroberts,mereidthroberts,93.333336,599,mereidth,87.5,365,roberts,100.0,178,mereidth,roberts,1981-10-15,172863,mereidthroberts
747,brandon,johnson,1924-01-30,brandonjohnson,brandonjohnson,100.0,103,brandon,100.0,89,johnson,100.0,97,brandon,johnson,2002-01-03,451560,brandonjohnson
748,brandon,johnson,1924-01-30,brandonjohnson,brandonjohnson,100.0,103,brandon,100.0,89,johnson,100.0,97,brandon,johnson,1924-01-30,448394,brandonjohnson
749,kimberly,cantrell,1946-05-26,kimberlycantrell,kimberlycantrell,100.0,600,kimberly,100.0,175,cantrell,100.0,441,kimberly,cantrell,1946-05-26,31074,kimberlycantrell
750,steven,douglas,1935-07-31,stevendouglas,setvendouglas,92.30769,601,steven,100.0,200,douglas,100.0,41,setven,douglas,1935-07-31,379561,setvendouglas
751,robert,kelly,1944-06-21,robertkelly,robertkelly,100.0,602,robert,100.0,12,kelly,100.0,34,robert,kelly,1944-06-21,326827,robertkelly
752,lori,scott,1972-03-10,loriscott,loirscott,88.888885,603,loir,75.0,367,scott,100.0,39,loir,scott,1972-03-10,304202,loirscott
753,alexis,massey,1936-06-18,alexismassey,alexismassey,100.0,604,alexis,100.0,97,massey,100.0,442,alexis,massey,1936-06-18,139622,alexismassey
754,april,moore,1946-01-26,aprilmoore,aprilomore,90.0,605,april,100.0,69,moore,100.0,9,april,omore,1946-01-26,464226,aprilomore
755,courtney,hicks,1938-01-25,courtneyhicks,courtneygibson,74.07407,422,courtney,100.0,292,hciks,80.0,229,courtney,gibson,1935-05-13,206776,courtneygibson
756,jennifer,watts,2005-09-20,jenniferwatts,jenniferloew,72.0,101,jennifer,100.0,65,awtts,80.0,538,jennifer,loew,1969-10-03,399518,jenniferloew
757,brandon,moore,1991-03-10,brandonmoore,brandonmoore,100.0,606,brandon,100.0,89,moore,100.0,9,brandon,moore,1991-03-10,295710,brandonmoore
758,cole,mills,1945-07-30,colemills,colemills,100.0,607,cole,100.0,353,mills,100.0,444,cole,mills,1945-07-30,111872,colemills
759,gina,gonzales,1985-05-11,ginagonzales,odnnagonzalez,72.0,446,regina,80.0,368,gonzales,100.0,3,odnna,gonzalez,2018-09-24,443494,odnnagonzalez
760,julie,cross,2007-11-22,juliecross,juliecross,100.0,608,julie,100.0,7,cross,100.0,445,julie,cross,2007-11-22,414191,juliecross
761,amanda,morgan,1963-11-03,amandamorgan,amandaevans,69.565216,179,amanda,100.0,43,morgan,100.0,480,amanda,evans,,187331,amandaevans
762,regina,knight,1956-09-15,reginaknight,reginankight,91.666664,609,regina,100.0,368,knight,100.0,106,regina,nkight,1956-09-15,335091,reginankight
763,chelsea,taylor,2003-01-03,chelseataylor,chelseataylor,100.0,610,chelsea,100.0,369,taylor,100.0,246,chelsea,taylor,2003-01-03,73390,chelseataylor
764,jeffrey,jones,2023-12-22,jeffreyjones,jeffreyojnes,91.666664,611,jeffrey,100.0,21,jones,100.0,77,jeffrey,ojnes,2023-12-22,350012,jeffreyojnes
765,ryan,jones,2000-01-26,ryanjones,ryanjones,100.0,612,ryan,100.0,2,jones,100.0,77,ryan,jones,2000-01-26,476390,ryanjones
766,martin,torres,1952-01-04,martintorres,martintorres,100.0,613,martin,100.0,346,torres,100.0,29,martin,torres,1952-01-04,439827,martintorres
767,dana,fischer,1952-08-05,danafischer,danafischer,100.0,614,dana,100.0,370,fischer,100.0,447,dana,fischer,1952-08-05,157138,danafischer
768,jeffrey,cook,1954-12-27,jeffreycook,jeffreycook,100.0,615,jeffrey,100.0,21,cook,100.0,350,jeffrey,cook,1954-12-27,357060,jeffreycook
769,michelle,anderson,1926-12-09,michelleanderson,michelleanderson,100.0,616,michelle,100.0,255,anderson,100.0,14,michelle,anderson,,114389,michelleanderson
770,heather,duncan,1939-07-04,heatherduncan,heatherduncan,100.0,617,heather,100.0,38,duncan,100.0,448,heather,duncan,1939-07-04,477278,heatherduncan
771,karen,vaughn,1950-02-12,karenvaughn,akrenvaughn,90.90909,618,karen,100.0,13,vaughn,100.0,449,akren,vaughn,1950-02-12,442904,akrenvaughn
772,melissa,perry,1980-01-25,melissaperry,melissaperry,100.0,619,melissa,100.0,16,perry,100.0,213,melissa,perry,1980-01-25,267798,melissaperry
773,kyle,george,1998-10-31,kylegeorge,yklegeorge,90.0,620,kyle,100.0,57,george,100.0,450,ykle,george,1998-10-31,483416,yklegeorge
774,brent,preston,1972-10-10,brentpreston,prestonchan,60.869564,582,brent,100.0,345,roberson,66.666664,169,preston,chan,1953-09-23,173821,prestonchan
775,allison,nelson,1986-05-16,allisonnelson,alilsonnelson,92.30769,621,alilson,85.71429,373,nelson,100.0,451,alilson,nelson,,21077,alilsonnelson
776,thomas,gutierrez,1983-07-05,thomasgutierrez,htomasgutierrez,93.333336,622,thomas,100.0,35,gutierrez,100.0,452,htomas,gutierrez,1983-07-05,196807,htomasgutierrez
777,keith,coffey,1961-12-25,keithcoffey,keithcoffey,100.0,623,keith,100.0,62,coffey,100.0,453,keith,coffey,1961-12-25,104532,keithcoffey
778,jeffrey,carrillo,1946-11-08,jeffreycarrillo,jefferyreilly,71.42857,503,jeffrey,100.0,21,carroll,80.0,210,jeffery,reilly,,275804,jefferyreilly
779,robert,torres,1931-12-24,roberttorres,roberttorers,91.666664,624,robert,100.0,12,torres,100.0,29,robert,torers,1931-12-24,274113,roberttorers
780,corey,lewis,2013-06-01,coreylewis,ocreylewis,90.0,625,cory,88.888885,307,lewis,100.0,249,ocrey,lewis,2013-06-01,210972,ocreylewis
781,joshua,robbins,1990-04-13,joshuarobbins,joshuarobbins,100.0,626,joshua,100.0,61,robbins,100.0,455,joshua,robbins,1990-04-13,366913,joshuarobbins
782,louis,campos,1979-05-17,louiscampos,louiscampos,100.0,627,louis,100.0,375,campos,100.0,456,louis,campos,1979-05-17,333569,louiscampos
783,james,fletcher,2000-12-25,jamesfletcher,ajmesfletcher,92.30769,628,james,100.0,32,fletcher,100.0,270,ajmes,fletcher,2000-12-25,287793,ajmesfletcher
784,michael,baird,1949-07-11,michaelbaird,michaelbaird,100.0,629,michael,100.0,52,baird,100.0,457,michael,baird,1949-07-11,271335,michaelbaird
785,patricia,osborne,2010-07-23,patriciaosborne,erinosborn,64.0,215,patrick,80.0,394,osborn,92.30769,184,erin,osborn,2021-10-15,435965,erinosborn
786,larry,holloway,1985-02-05,larryholloway,larryholloway,100.0,630,larry,100.0,329,holloway,100.0,458,larry,holloway,1985-02-05,131457,larryholloway
787,jose,dorsey,2000-01-08,josedorsey,josedorsey,100.0,631,jose,100.0,376,dorsey,100.0,459,jose,dorsey,2000-01-08,319032,josedorsey
788,bruce,rodgers,1933-10-23,brucerodgers,brucerogders,91.666664,632,bruce,100.0,377,rogers,92.30769,199,bruce,rogders,1933-10-23,279367,brucerogders
789,christina,freeman,2009-03-26,christinafreeman,christinafreeman,100.0,633,christina,100.0,50,freeman,100.0,110,christina,freeman,2009-03-26,349715,christinafreeman
790,adam,graham,1991-08-18,adamgraham,andreadams,60.0,204,adam,100.0,427,graham,100.0,491,andre,adams,2017-05-03,384887,andreadams
791,bobby,neal,1997-01-31,bobbyneal,bbobyneal,88.888885,634,bboby,80.0,378,neal,100.0,234,bboby,neal,1997-01-31,222571,bbobyneal
792,daniel,hale,2011-06-11,danielhale,danielhale,100.0,635,daniel,100.0,17,hale,100.0,130,daniel,hale,2011-06-11,237793,danielhale
793,brian,reid,1986-02-05,brianreid,brianreid,100.0,636,brian,100.0,150,reid,100.0,428,brian,reid,1986-02-05,209918,brianreid
794,sheri,roy,1952-09-21,sheriroy,hseriroy,87.5,637,shreri,90.90909,396,roy,100.0,461,hseri,roy,1952-09-21,207925,hseriroy
795,david,wood,1935-07-12,davidwood,davidwood,100.0,638,david,100.0,75,wood,100.0,197,david,wood,1935-07-12,256237,davidwood
796,karen,tyler,1990-03-09,karentyler,karentyler,100.0,639,karen,100.0,13,tyler,100.0,462,karen,tyler,,498669,karentyler
797,john,reed,1926-09-28,johnreed,johnered,87.5,640,john,100.0,9,reed,100.0,17,john,ered,1926-09-28,166741,johnered
798,meagan,smith,2005-10-02,meagansmith,meaagnsmith,90.90909,641,meagan,100.0,231,smith,100.0,23,meaagn,smith,2005-10-02,222402,meaagnsmith
799,donna,moore,1925-03-19,donnamoore,annamoore,84.210526,144,donna,100.0,239,moore,100.0,9,anna,moore,1969-02-17,46698,annamoore
800,ruben,morales,1964-11-01,rubenmorales,rubenmoraels,91.666664,642,ruben,100.0,381,morales,100.0,129,ruben,moraels,,96358,rubenmoraels
801,elizabeth,clayton,2003-09-25,elizabethclayton,elizabethclayton,100.0,643,elizabeth,100.0,195,clayton,100.0,464,elizabeth,clayton,2003-09-25,285609,elizabethclayton
802,cynthia,zamora,1997-05-11,cynthiazamora,cynthiaazmora,92.30769,644,cynthia,100.0,67,azmora,83.333336,465,cynthia,azmora,1997-05-11,117948,cynthiaazmora
803,jennifer,hill,1976-04-13,jenniferhill,jenniferhill,100.0,645,jennifer,100.0,65,hill,100.0,466,jennifer,hill,1976-04-13,265227,jenniferhill
804,amanda,michael,1957-03-02,amandamichael,amandamichale,92.30769,646,amanda,100.0,43,michale,85.71429,467,amanda,michale,1957-03-02,350774,amandamichale
805,aaron,steele,1948-08-23,aaronsteele,sharonlittle,60.869564,15,aaron,100.0,298,wheeler,61.53846,94,sharon,little,1980-10-31,333594,sharonlittle
806,donald,evans,1947-01-18,donaldevans,amandaevans,63.636364,179,ronald,83.333336,93,evans,100.0,155,amanda,evans,,187331,amandaevans
807,tyler,cox,1924-01-31,tylercox,tylercox,100.0,647,tyler,100.0,4,cox,100.0,468,tyler,cox,1924-01-31,487886,tylercox
808,charlotte,baird,1927-11-14,charlottebaird,chalrottebaird,92.85714,648,chalrotte,88.888885,382,baird,100.0,457,chalrotte,baird,,215336,chalrottebaird
809,laura,hernandez,1988-08-31,laurahernandez,laurahernandez,100.0,649,laura,100.0,351,hernandez,100.0,469,laura,hernandez,1988-08-31,238743,laurahernandez
810,michael,johnston,1991-09-02,michaeljohnston,michaeljhonston,93.333336,650,michael,100.0,52,johnston,100.0,227,michael,jhonston,1991-09-02,264351,michaeljhonston
811,jasmin,skinner,2017-01-17,jasminskinner,jasminskniner,92.30769,651,jasmin,100.0,383,skniner,85.71429,471,jasmin,skniner,2017-01-17,35438,jasminskniner
812,autumn,barton,2019-08-10,autumnbarton,autumnbarton,100.0,652,autumn,100.0,237,barton,100.0,472,autumn,barton,2019-08-10,39859,autumnbarton
813,kayla,haley,1969-03-04,kaylahaley,kaylahaely,90.0,653,kayla,100.0,113,hale,88.888885,130,kayla,haely,1969-03-04,256035,kaylahaely
814,christopher,daniel,1975-11-27,christopherdaniel,christopherdaniel,100.0,654,christopher,100.0,105,daniel,100.0,373,christopher,daniel,1975-11-27,189023,christopherdaniel
815,danny,stark,2011-06-28,dannystark,dannysatrk,90.0,655,danny,100.0,384,stark,100.0,179,danny,satrk,2011-06-28,403559,dannysatrk
816,martha,ray,1963-01-03,martharay,samanthairley,63.636364,501,maria,72.72727,191,rgay,85.71429,139,samantha,irley,1954-09-27,443855,samanthairley
817,joshua,bailey,1987-03-02,joshuabailey,joshuabailey,100.0,656,joshua,100.0,61,bailey,100.0,360,joshua,bailey,1987-03-02,74120,joshuabailey
818,eric,petty,1932-08-14,ericpetty,ericpetty,100.0,657,eric,100.0,166,petty,100.0,475,eric,petty,1932-08-14,431301,ericpetty
819,charles,jacobs,1969-06-28,charlesjacobs,charlesjacobs,100.0,658,charles,100.0,300,jacobs,100.0,476,charles,jacobs,1969-06-28,286440,charlesjacobs
820,arthur,gregory,1989-12-01,arthurgregory,arthurgreogry,92.30769,659,arthur,100.0,385,gregory,100.0,75,arthur,greogry,1989-12-01,181306,arthurgreogry
821,kimberly,scott,1926-12-04,kimberlyscott,kimberlysctot,92.30769,660,kimberly,100.0,175,scott,100.0,39,kimberly,sctot,1926-12-04,446249,kimberlysctot
822,samantha,wright,1991-12-06,samanthawright,samanthawright,100.0,661,samantha,100.0,327,wright,100.0,479,samantha,wright,1991-12-06,63779,samanthawright
823,nicholas,morgan,2005-07-28,nicholasmorgan,nichloasmorgan,92.85714,662,nicholas,100.0,41,morgan,100.0,480,nichloas,morgan,2005-07-28,354592,nichloasmorgan
824,heather,smith,2015-03-22,heathersmith,heathermsith,91.666664,663,heather,100.0,38,smith,100.0,23,heather,msith,2015-03-22,429982,heathermsith
825,kimberly,hobbs,1954-03-19,kimberlyhobbs,kimberlyhobbs,100.0,664,kimberly,100.0,175,hobbs,100.0,482,kimberly,hobbs,1954-03-19,133369,kimberlyhobbs
826,kimberly,adams,1939-11-19,kimberlyadams,kimberlysctot,69.23077,660,kimberly,100.0,175,adams,100.0,158,kimberly,sctot,1926-12-04,446249,kimberlysctot
827,dustin,blevins,1984-07-13,dustinblevins,dsutinblevins,92.30769,665,dustin,100.0,161,blevins,100.0,115,dsutin,blevins,,60208,dsutinblevins
828,brittany,snyder,1933-05-27,brittanysnyder,birttanysnyder,92.85714,666,brittany,100.0,111,snyder,100.0,483,birttany,snyder,1933-05-27,15103,birttanysnyder
829,christina,mason,1980-04-21,christinamason,christinamason,100.0,667,christina,100.0,50,mason,100.0,484,christina,mason,1980-04-21,425772,christinamason
830,brandon,garcia,1953-11-30,brandongarcia,brandnogarcia,92.30769,668,brandon,100.0,89,garcia,100.0,159,brandno,garcia,1953-11-30,446794,brandnogarcia
831,eric,acevedo,2016-10-10,ericacevedo,reicacevedo,90.90909,669,eric,100.0,166,acevedo,100.0,485,reic,acevedo,2016-10-10,32664,reicacevedo
832,bruce,gomez,1966-12-23,brucegomez,burcegomez,90.0,670,bruce,100.0,377,gomez,100.0,486,burce,gomez,1966-12-23,68297,burcegomez
833,amber,smith,1977-03-04,ambersmith,marksmith,73.68421,111,amber,100.0,178,smith,100.0,23,mark,smith,1979-11-03,109693,marksmith
834,jeffrey,mcdowell,2006-12-20,jeffreymcdowell,jeffreymckee,74.07407,317,jeffrey,100.0,21,howell,71.42857,207,jeffrey,mckee,1958-11-15,268513,jeffreymckee
835,megan,hubbard,1994-07-28,meganhubbard,meganhubbard,100.0,671,megan,100.0,201,hubbard,100.0,365,megan,hubbard,1994-07-28,202879,meganhubbard
836,dominique,mejia,1936-10-20,dominiquemejia,dominqiuemejia,92.85714,672,dominique,100.0,435,mejia,100.0,487,dominqiue,mejia,1936-10-20,11202,dominqiuemejia
837,brian,shaw,2007-10-22,brianshaw,brianhuff,66.666664,536,brian,100.0,150,sawyer,60.0,119,brian,huff,1990-01-15,449466,brianhuff
838,douglas,taylor,2017-05-04,douglastaylor,nicholastaylor,74.07407,290,douglas,100.0,336,taylor,100.0,246,nicholas,taylor,1966-05-20,374471,nicholastaylor
839,amanda,romero,1973-04-02,amandaromero,amanadromero,91.666664,673,amanda,100.0,43,romero,100.0,357,amanad,romero,1973-04-02,329258,amanadromero
840,curtis,murray,1956-09-11,curtismurray,chadcurtis,54.545456,18,christie,57.142857,288,murray,100.0,20,chad,curtis,2010-07-16,55112,chadcurtis
841,michael,jackson,1953-09-17,michaeljackson,michaeljackson,100.0,674,michael,100.0,52,jackson,100.0,127,michael,jackson,,391361,michaeljackson
842,christopher,butler,1989-02-03,christopherbutler,christopherbutler,100.0,675,christopher,100.0,105,butler,100.0,488,christopher,butler,1989-02-03,219482,christopherbutler
843,christina,rowe,1963-04-18,christinarowe,christinarwoe,92.30769,676,christina,100.0,50,rowe,100.0,417,christina,rwoe,1963-04-18,283877,christinarwoe
844,eric,martin,2017-08-19,ericmartin,eircmartin,90.0,677,eric,100.0,166,martin,100.0,99,eirc,martin,2017-08-19,174056,eircmartin
845,patrick,gregory,1952-08-26,patrickgregory,patrickgregory,100.0,678,patrick,100.0,394,gregory,100.0,75,patrick,gregory,1952-08-26,249009,patrickgregory
846,terri,gray,2021-03-17,terrigray,terrigrya,88.888885,679,terri,100.0,154,gray,100.0,370,terri,grya,2021-03-17,150366,terrigrya
847,laurie,wood,1948-04-09,lauriewood,laurieowod,90.0,680,laurie,100.0,395,wood,100.0,197,laurie,owod,1948-04-09,442164,laurieowod
848,andrew,snow,1956-10-05,andrewsnow,andrewsnow,100.0,681,andrew,100.0,58,snow,100.0,314,andrew,snow,1956-10-05,284652,andrewsnow
849,laura,morris,1930-03-12,lauramorris,markharris,66.666664,125,laura,100.0,351,morris,100.0,404,mark,harris,1947-10-10,374196,markharris
850,sherri,ruiz,1939-01-01,sherriruiz,shreriruiz,90.0,682,shreri,83.333336,396,ruiz,100.0,490,shreri,ruiz,1939-01-01,214230,shreriruiz
851,mitchell,graham,2004-09-12,mitchellgraham,mitchellgraham,100.0,683,mitchell,100.0,397,graham,100.0,491,mitchell,graham,2004-09-12,107695,mitchellgraham
852,theresa,jones,1925-09-14,theresajones,threesajones,91.666664,684,teresa,92.30769,22,jones,100.0,77,threesa,jones,1925-09-14,244484,threesajones
853,samantha,holder,1985-10-29,samanthaholder,samanthaholder,100.0,685,samantha,100.0,327,holder,100.0,492,samantha,holder,1985-10-29,154643,samanthaholder
854,timothy,perez,2011-08-10,timothyperez,timothyperry,83.333336,538,timothy,100.0,286,perez,100.0,299,timothy,perry,1970-07-07,101046,timothyperry
855,daniel,ross,1950-08-22,danielross,danielrsos,90.0,686,daniel,100.0,17,ross,100.0,549,daniel,rsos,1950-08-22,229217,danielrsos
856,angela,taylor,2012-12-05,angelataylor,angelataylor,100.0,687,angela,100.0,139,taylor,100.0,246,angela,taylor,2012-12-05,87022,angelataylor
857,nicholas,mcdonald,1929-09-23,nicholasmcdonald,nicholasmcdonald,100.0,688,nicholas,100.0,41,mcdonald,100.0,494,nicholas,mcdonald,,130843,nicholasmcdonald
858,justin,rogers,1955-03-04,justinrogers,justinrogers,100.0,689,justin,100.0,102,rogers,100.0,199,justin,rogers,1955-03-04,212441,justinrogers
859,alexander,schroeder,1955-06-22,alexanderschroeder,alexanderschroedre,94.44444,690,alexander,100.0,399,schroeder,100.0,342,alexander,schroedre,1955-06-22,101266,alexanderschroedre
860,jesse,olsen,1928-09-12,jesseolsen,jesseboyer,70.0,280,jesse,100.0,210,olson,80.0,111,jesse,boyer,1993-06-30,258113,jesseboyer
861,james,paul,2005-05-18,jamespaul,jamesayala,73.68421,59,james,100.0,32,patel,66.666664,409,james,ayala,1950-11-10,135102,jamesayala
862,amanda,keller,2018-12-24,amandakeller,amandaekller,91.666664,691,amanda,100.0,43,keller,100.0,189,amanda,ekller,2018-12-24,211768,amandaekller
